"SECTOR_OID","SECTOR","BUSINSS_ACT_ID","ACTIVITY_TITLE"
"1000041","Shop fitting","1055","Carry out work, or place materials, apparatus or obstacles in the road or on a pavement"
"1000043","Floor covering","240","Put tables or chairs on the pavement"
"1000043","Floor covering","1028","Posess or use equipment which may contain Polychlorinated Biphenyls (PCBs)"
"1000044","Painting and decorating","1064","Carry out construction or building work"
"1000045","Building exterior cleaning","1064","Carry out construction or building work"
"1000046","Other specialised construction activities","257","Transport, store, process, recycle, export or dispose of waste material"
"1000046","Other specialised construction activities","1055","Carry out work, or place materials, apparatus or obstacles in the road or on a pavement"
"1000047","Construction equipment hire with operator","1140","Dispense petrol"
"1000047","Construction equipment hire with operator","157","Carry out engineering, construction or cabling works at sea or on the seashore"
"1000047","Construction equipment hire with operator","1064","Carry out construction or building work"
"1000051","Urban planning services","1148","Construct new roads or extend existing roads"
"1000051","Urban planning services","1091","Distribute free printed material"
"1000051","Urban planning services","1072","Use the Olympic Brand"
"1000051","Urban planning services","70","Operate a goods vehicle"
"1000051","Urban planning services","1055","Carry out work, or place materials, apparatus or obstacles in the road or on a pavement"
"1000052","Quantity surveying","1091","Distribute free printed material"
"1000052","Quantity surveying","1072","Use the Olympic Brand"
"1000052","Quantity surveying","1064","Carry out construction or building work"
"1000056","Animal food manufacturing","1102","Irradiate food"
"1000056","Animal food manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution"
"1000057","Grain and vegetable oil processing","1175","Manufacture or import specialist nutrition products"
"1000057","Grain and vegetable oil processing","41","Pollute controlled waters with substances including waste sheep dip, pesticides, chemicals etc"
"1000057","Grain and vegetable oil processing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution"
"1000058","Fruit and vegetable processing","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000058","Fruit and vegetable processing","70","Operate a goods vehicle"
"1000060","Meat product manufacturing","35","Process, store or dispose of dangerous or harmful substances"
"1000061","Seafood processing","273","Carry out processes causing emissions to air"
"1000061","Seafood processing","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000062","Bakery products manufacturing","1175","Manufacture or import specialist nutrition products"
"1000062","Bakery products manufacturing","63","Prepare, store or sell foodstuffs"
"1000063","Sugar and confectionery manufacturing","273","Carry out processes causing emissions to air"
"1000063","Sugar and confectionery manufacturing","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000063","Sugar and confectionery manufacturing","194","Operate a large industrial site"
"1000065","Health food and supplements manufacturing","1102","Irradiate food"
"1000065","Health food and supplements manufacturing","35","Process, store or dispose of dangerous or harmful substances"
"1000066","Alcoholic drink manufacturing","351","Rectify or compound spirits"
"1000066","Alcoholic drink manufacturing","334","Make cider or perry"
"1000070","Adult clothing and accessories manufacturing","70","Operate a goods vehicle"
"1000070","Adult clothing and accessories manufacturing","41","Pollute controlled waters with substances including waste sheep dip, pesticides, chemicals etc"
"1000070","Adult clothing and accessories manufacturing","35","Process, store or dispose of dangerous or harmful substances"
"1000072","Footwear manufacturing","70","Operate a goods vehicle"
"1000072","Footwear manufacturing","1002","Use CCTV systems"
"1000073","Leather products manufacturing","41","Pollute controlled waters with substances including waste sheep dip, pesticides, chemicals etc"
"1000075","Textiles manufacturing","194","Operate a large industrial site"
"1000075","Textiles manufacturing","70","Operate a goods vehicle"
"1000075","Textiles manufacturing","35","Process, store or dispose of dangerous or harmful substances"
"1000076","Furniture manufacturing","273","Carry out processes causing emissions to air"
"1000079","Paper container and packaging manufacturing","70","Operate a goods vehicle"
"1000084","Petrol manufacturing","70","Operate a goods vehicle"
"1000085","Agrochemicals manufacturing","237","Undertake activities that cause solvent emissions - eg using paint, thinners, cleaning fluids etc"
"1000085","Agrochemicals manufacturing","192","Sell non-medicinal poisons"
"1000085","Agrochemicals manufacturing","123","Store and supply agrochemicals and other chemical products"
"1000085","Agrochemicals manufacturing","41","Pollute controlled waters with substances including waste sheep dip, pesticides, chemicals etc"
"1000085","Agrochemicals manufacturing","1061","Process, store or dispose of dangerous or harmful substances"
"1000087","Rubber products manufacturing","70","Operate a goods vehicle"
"1000087","Rubber products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution"
"1000088","Plastic products manufacturing","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000088","Plastic products manufacturing","41","Pollute controlled waters with substances including waste sheep dip, pesticides, chemicals etc"
"1000088","Plastic products manufacturing","40","Discharge trade effluent"
"1000089","Pharmaceuticals and medicine manufacturing","108","Conduct clinical trials"
"1000090","Biopharmaceuticals manufacturing","273","Carry out processes causing emissions to air"
"1000090","Biopharmaceuticals manufacturing","192","Sell non-medicinal poisons"
"1000090","Biopharmaceuticals manufacturing","35","Process, store or dispose of dangerous or harmful substances"
"1000090","Biopharmaceuticals manufacturing","1028","Posess or use equipment which may contain Polychlorinated Biphenyls (PCBs)"
"1000091","Beauty and toilet products manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution"
"1000092","Cleaning compound manufacturing","1115","Export radioactive sources"
"1000092","Cleaning compound manufacturing","273","Carry out processes causing emissions to air"
"1000094","Clay and ceramic building materials manufacturing","1028","Posess or use equipment which may contain Polychlorinated Biphenyls (PCBs)"
"1000095","Glass building products manufacturing","273","Carry out processes causing emissions to air"
"1000095","Glass building products manufacturing","70","Operate a goods vehicle"
"1000095","Glass building products manufacturing","1002","Use CCTV systems"
"1000096","Concrete and cement products manufacturing","273","Carry out processes causing emissions to air"
"1000096","Concrete and cement products manufacturing","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000096","Concrete and cement products manufacturing","41","Pollute controlled waters with substances including waste sheep dip, pesticides, chemicals etc"
"1000098","Builders joinery manufacturing","1028","Posess or use equipment which may contain Polychlorinated Biphenyls (PCBs)"
"1000100","Metal manufacturing","35","Process, store or dispose of dangerous or harmful substances"
"1000100","Metal manufacturing","1061","Process, store or dispose of dangerous or harmful substances"
"1000100","Metal manufacturing","1045","Produce, store or dispose of ozone-depleting substances"
"1000100","Metal manufacturing","1002","Use CCTV systems"
"1000101","Metal treatment and coating","237","Undertake activities that cause solvent emissions - eg using paint, thinners, cleaning fluids etc"
"1000102","Metal product manufacturing","1120","Manufacture or supply products for use in treatment or distribution of drinking water"
"1000102","Metal product manufacturing","273","Carry out processes causing emissions to air"
"1000102","Metal product manufacturing","231","Buy, sell, store, process or dispose of metal or scrap metal"
"1000102","Metal product manufacturing","41","Pollute controlled waters with substances including waste sheep dip, pesticides, chemicals etc"
"1000102","Metal product manufacturing","1061","Process, store or dispose of dangerous or harmful substances"
"1000104","Engine and turbine manufacturing","1045","Produce, store or dispose of ozone-depleting substances"
"1000106","Power tool manufacturing","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000106","Power tool manufacturing","40","Discharge trade effluent"
"1000106","Power tool manufacturing","1061","Process, store or dispose of dangerous or harmful substances"
"1000107","Construction machinery manufacturing","273","Carry out processes causing emissions to air"
"1000107","Construction machinery manufacturing","237","Undertake activities that cause solvent emissions - eg using paint, thinners, cleaning fluids etc"
"1000107","Construction machinery manufacturing","194","Operate a large industrial site"
"1000107","Construction machinery manufacturing","1002","Use CCTV systems"
"1000108","Guns and ammunition manufacturing","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000108","Guns and ammunition manufacturing","1028","Posess or use equipment which may contain Polychlorinated Biphenyls (PCBs)"
"1000108","Guns and ammunition manufacturing","1002","Use CCTV systems"
"1000109","Industrial machinery manufacturing","273","Carry out processes causing emissions to air"
"1000109","Industrial machinery manufacturing","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000109","Industrial machinery manufacturing","70","Operate a goods vehicle"
"1000109","Industrial machinery manufacturing","1028","Posess or use equipment which may contain Polychlorinated Biphenyls (PCBs)"
"1000112","Motor vehicle manufacturing","70","Operate a goods vehicle"
"1000112","Motor vehicle manufacturing","1054","Operate a public weighbridge"
"1000112","Motor vehicle manufacturing","1028","Posess or use equipment which may contain Polychlorinated Biphenyls (PCBs)"
"1000113","Motor vehicle parts manufacturing","194","Operate a large industrial site"
"1000115","Boat building and repair","237","Undertake activities that cause solvent emissions - eg using paint, thinners, cleaning fluids etc"
"1000115","Boat building and repair","126","Impound water (by using a dam or a weir etc)"
"1000121","Battery manufacturing","1107","Holding PCB contaminated equipment"
"1000121","Battery manufacturing","1002","Use CCTV systems"
"1000123","Computer and computer peripherals manufacturing","1028","Posess or use equipment which may contain Polychlorinated Biphenyls (PCBs)"
"1000124","Electronic office equipment manufacturing","40","Discharge trade effluent"
"1000125","Telecommunications equipment manufacturing","194","Operate a large industrial site"
"1000126","Audio-visual equipment manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution"
"1000126","Audio-visual equipment manufacturing","1061","Process, store or dispose of dangerous or harmful substances"
"1000127","Recording media manufacturing","1002","Use CCTV systems"
"1000130","Watch and clock manufacturing","70","Operate a goods vehicle"
"1000130","Watch and clock manufacturing","1045","Produce, store or dispose of ozone-depleting substances"
"1000132","Bicycle and bicycle parts manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution"
"1000133","Sports equipment manufacturing","194","Operate a large industrial site"
"1000135","Musical instrument manufacturing","194","Operate a large industrial site"
"1000135","Musical instrument manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution"
"1000136","Handicrafts manufacturing","40","Discharge trade effluent"
"1000136","Handicrafts manufacturing","1045","Produce, store or dispose of ozone-depleting substances"
"1000136","Handicrafts manufacturing","1002","Use CCTV systems"
"1000139","Agricultural materials wholesale","1132","Market, package, clean treat or process seed"
"1000139","Agricultural materials wholesale","40","Discharge trade effluent"
"1000142","Timber and timber products wholesale","280","Handle more than 50 tonnes of packaging in a year"
"1000143","Timber and timber products wholesale agents","1000","Play background music in your premises"
"1000145","Metal and metal ores wholesale","1000","Play background music in your premises"
"1000145","Metal and metal ores wholesale","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution"
"1000149","Petroleum and fuel products wholesale agents","336","Deposit goods in an excise warehouse"
"1000156","Sugar and confectionery wholesale","1175","Manufacture or import specialist nutrition products"
"1000156","Sugar and confectionery wholesale","1002","Use CCTV systems"
"1000161","Tobacco products wholesale","1002","Use CCTV systems"
"1000164","Childrens clothing and baby goods wholesale","1002","Use CCTV systems"
"1076864060","Zoos","1050","Train, exhibit or use performing animals"
"1076864127","Joinery","257","Transport, store, process, recycle, export or dispose of waste material"
"1076864127","Joinery","237","Undertake activities that cause solvent emissions - eg using paint, thinners, cleaning fluids etc"
"1076864127","Joinery","228","Erect scaffolding or hoardings"
"1000165","Footwear wholesale","70","Operate a goods vehicle"
"1000166","Leather products wholesale","70","Operate a goods vehicle"
"1000166","Leather products wholesale","1002","Use CCTV systems"
"1000168","Furniture wholesale","241","Put an advertising board on the pavement or verge"
"1000170","Textiles wholesale","1000","Play background music in your premises"
"1000170","Textiles wholesale","280","Handle more than 50 tonnes of packaging in a year"
"1000174","Building materials wholesale","70","Operate a goods vehicle"
"1000174","Building materials wholesale","1003","Offer credit to your customers"
"1000174","Building materials wholesale","1001","Process personal information about any individuals including customers, employees etc"
"1000175","Hardware products wholesale","352","Produce or distribute methylated spirit"
"1000175","Hardware products wholesale","280","Handle more than 50 tonnes of packaging in a year"
"1000176","Wallpaper and paint wholesale","70","Operate a goods vehicle"
"1000177","Glass building products wholesale","280","Handle more than 50 tonnes of packaging in a year"
"1000177","Glass building products wholesale","241","Put an advertising board on the pavement or verge"
"1000178","Explosives wholesale","48","Manufacture, transport or store explosives"
"1000180","Electric appliance wholesale","1059","Manufacture or supply electrical equipment"
"1000181","Audio-visual equipment wholesale","280","Handle more than 50 tonnes of packaging in a year"
"1000182","Computer, software and peripherals wholesale","1002","Use CCTV systems"
"1000183","Electronic office equipment and supplies wholesale","1002","Use CCTV systems"
"1000184","Telecommunications equipment wholesale","1002","Use CCTV systems"
"1000188","Agricultural machinery wholesale","239","Open a large shop on Sundays"
"1000188","Agricultural machinery wholesale","1002","Use CCTV systems"
"1000189","Power tool wholesale","1002","Use CCTV systems"
"1000190","Construction machinery wholesale","239","Open a large shop on Sundays"
"1000191","Guns and ammunition wholesale","1131","Deal in knives and swords"
"1000192","Printing machinery wholesale","1002","Use CCTV systems"
"1000195","Motor vehicles wholesale","262","Supply number plates"
"1000195","Motor vehicles wholesale","232","Deal in secondhand goods"
"1000195","Motor vehicles wholesale","40","Discharge trade effluent"
"1000198","Chemist supplies wholesale","239","Open a large shop on Sundays"
"1000198","Chemist supplies wholesale","1002","Use CCTV systems"
"1000199","Beauty and toilet products wholesale","280","Handle more than 50 tonnes of packaging in a year"
"1000201","Cleaning compound wholesale","352","Produce or distribute methylated spirit"
"1000203","Chemical products wholesale agents","1115","Export radioactive sources"
"1000203","Chemical products wholesale agents","192","Sell non-medicinal poisons"
"1000205","Books, newspapers and magazines wholesale","280","Handle more than 50 tonnes of packaging in a year"
"1000205","Books, newspapers and magazines wholesale","70","Operate a goods vehicle"
"1000207","Greeting card, gift and party goods wholesale","1002","Use CCTV systems"
"1000213","Bicycle and bicycle parts wholesale","232","Deal in secondhand goods"
"1000213","Bicycle and bicycle parts wholesale","1003","Offer credit to your customers"
"1000214","Sports equipment wholesale","70","Operate a goods vehicle"
"1000215","Musical instrument wholesale","239","Open a large shop on Sundays"
"1000215","Musical instrument wholesale","70","Operate a goods vehicle"
"1000216","Toys, games and collectables wholesale","1001","Process personal information about any individuals including customers, employees etc"
"1000220","General food retail","287","Put a display stand or barrow on the pavement"
"1000221","Fruit and vegetable retail","287","Put a display stand or barrow on the pavement"
"1000222","Meat, poultry and game retail","1091","Distribute free printed material"
"1000223","Seafood retail","337","Employ young people aged 13 - 16"
"1000223","Seafood retail","1004","Park vehicles in a controlled parking zone (if your premises is located in a controlled parking zone)"
"1000226","Health food and supplements retail","1091","Distribute free printed material"
"1000226","Health food and supplements retail","63","Prepare, store or sell foodstuffs"
"1000228","Alcoholic drink retail","226","Sell alcoholic drinks"
"1000229","Food, drink and tobacco retail not in stores, stalls or markets","1157","Sell cigarettes and other tobacco products"
"1000229","Food, drink and tobacco retail not in stores, stalls or markets","1072","Use the Olympic Brand"
"1000230","Tobacco and tobacco products retail","1000","Play background music in your premises"
"1000232","Adult clothing and accessories retail and repair","241","Put an advertising board on the pavement or verge"
"1000233","Childrens clothing and baby goods retail","239","Open a large shop on Sundays"
"1000234","Footwear retail","1091","Distribute free printed material"
"1000235","Leather products retail","1091","Distribute free printed material"
"1000236","Clothing hire","337","Employ young people aged 13 - 16"
"1000238","Furniture retail","70","Operate a goods vehicle"
"1000238","Furniture retail","1002","Use CCTV systems"
"1000239","Furniture repair and restoration","237","Undertake activities that cause solvent emissions - eg using paint, thinners, cleaning fluids etc"
"1000241","Electric lighting equipment retail","1001","Process personal information about any individuals including customers, employees etc"
"1000242","Picture framing services","239","Open a large shop on Sundays"
"1000242","Picture framing services","162","Run a market stall"
"1000243","Hardware products retail","1091","Distribute free printed material"
"1000243","Hardware products retail","192","Sell non-medicinal poisons"
"1000243","Hardware products retail","1002","Use CCTV systems"
"1000426","Doctor services","377","Provide human fertility treatment or carry out embryo research"
"1000427","Nurse services","1044","Offer adult placement or day care services"
"1000431","Nutritionist services","1000","Play background music in your premises"
"1000432","Optician services","1002","Use CCTV systems"
"1000433","Optometry","1002","Use CCTV systems"
"1000434","Physiotherapy","1000","Play background music in your premises"
"1000435","Psychotherapy","357","Practise as a music therapist "
"1000435","Psychotherapy","355","Practise as an art therapist "
"1000435","Psychotherapy","1000","Play background music in your premises"
"1000437","Veterinary services","1116","Undertake activities in a bird flu affected zone"
"1000437","Veterinary services","329","Practise as a vet or veterinary nurse"
"1000437","Veterinary services","1000","Play background music in your premises"
"1000439","Speech therapy","1002","Use CCTV systems"
"1000439","Speech therapy","1001","Process personal information about any individuals including customers, employees etc"
"1000440","Hospitals","368","Practise as a paramedic"
"1000440","Hospitals","367","Practise as an orthotist"
"1000440","Hospitals","359","Practise as a medical laboratory technician"
"1000440","Hospitals","357","Practise as a music therapist "
"1000440","Hospitals","294","Run an independent healthcare service such as a private hospital or clinic"
"1000440","Hospitals","167","Offer treatments involving lasers or intense pulsed light systems"
"1000440","Hospitals","108","Conduct clinical trials"
"1000440","Hospitals","83","Collect or sell things door-to-door or in a public place for charity"
"1000440","Hospitals","1002","Use CCTV systems"
"1000442","Acupuncture","1002","Use CCTV systems"
"1000445","Hypnotherapy","166","Offer special treatments such as massage, beauty treatments etc at your premises"
"1000447","Chiropractic","166","Offer special treatments such as massage, beauty treatments etc at your premises"
"1000447","Chiropractic","1001","Process personal information about any individuals including customers, employees etc"
"1000450","Nursing homes","1056","Carry out criminal record checks"
"1000450","Nursing homes","1002","Use CCTV systems"
"1000451","Childrens homes","31","Exhibit films, videos or DVDs"
"1000451","Childrens homes","1002","Use CCTV systems"
"1000452","Retirement homes","221","Run a residential care home"
"1000452","Retirement homes","1056","Carry out criminal record checks"
"1000453","Childrens day care centres","1002","Use CCTV systems"
"1000455","Social work","83","Collect or sell things door-to-door or in a public place for charity"
"1000455","Social work","1056","Carry out criminal record checks"
"1000455","Social work","1044","Offer adult placement or day care services"
"1000458","Hairdressing","1001","Process personal information about any individuals including customers, employees etc"
"1000459","Beautician services","241","Put an advertising board on the pavement or verge"
"1000460","Massage","1001","Process personal information about any individuals including customers, employees etc"
"1000471","Party planning","1091","Distribute free printed material"
"1000471","Party planning","1002","Use CCTV systems"
"1000475","Primary education","295","Offer care services"
"1000475","Primary education","1069","Provide formal educational courses"
"1000476","Secondary education","131","Run a school"
"1000478","Business and professional training","1083","Work as a teacher"
"1000478","Business and professional training","188","Make copies of extracts from books, magazines or journals for business use"
"1000480","Language instruction","266","Make copies of newspaper cuttings for business use"
"1000480","Language instruction","1001","Process personal information about any individuals including customers, employees etc"
"1000481","Fine art instruction","265","Use radio or television recordings for educational purposes"
"1000482","Driving instruction","188","Make copies of extracts from books, magazines or journals for business use"
"1000483","Athletic instruction","1083","Work as a teacher"
"1000483","Athletic instruction","1069","Provide formal educational courses"
"1000484","Personal development instruction","241","Put an advertising board on the pavement or verge"
"1000487","Artists and artists companies","242","Use a premises for a theatrical performance"
"1000488","Arts and entertainment agencies","394","Use a piece of artwork in a book, magazine, website, advertisement, or on a greeting card or textile"
"1000489","Arts and entertainment facility operation","401","Holding indoor or outdoor events where an entrance fee is payable"
"1000490","Ticket agencies","401","Holding indoor or outdoor events where an entrance fee is payable"
"1000493","Museums and gallery operation","266","Make copies of newspaper cuttings for business use"
"1000494","Heritage site operation","1162","Keep exotic animals"
"1000494","Heritage site operation","266","Make copies of newspaper cuttings for business use"
"1000494","Heritage site operation","165","Use premises to host marriage or civil partnership ceremonies"
"1000494","Heritage site operation","1002","Use CCTV systems"
"1000497","Sports and athletic agencies","266","Make copies of newspaper cuttings for business use"
"1000498","Sports facility operation","1058","Hold an ad hoc event"
"1000499","Fitness centre operation","253","Use or provide for use a television or other device to receive or record broadcast programmes"
"1000499","Fitness centre operation","1000","Play background music in your premises"
"1000500","Outdoor adventure centre operation","189","Operate or hire out pleasure boats"
"1000505","Bingo hall operation","1130","Operate commercial bingo club"
"1000505","Bingo hall operation","209","Use a venue for public entertainment - including dancing, live music, karaoke etc"
"1000505","Bingo hall operation","1000","Play background music in your premises"
"1000430","Chiropody","1000","Play background music in your premises"
"1079055372","Interior design services","266","Make copies of newspaper cuttings for business use"
"1079055372","Interior design services","1002","Use CCTV systems"
"1079055374","Fashion design services","266","Make copies of newspaper cuttings for business use"
"1000040","Plastering","1064","Carry out construction or building work"
"1000049","Architectural services","1148","Construct new roads or extend existing roads"
"1000049","Architectural services","1072","Use the Olympic Brand"
"1000049","Architectural services","327","Use the title architect"
"1000049","Architectural services","1019","Operate as a building inspector"
"1000067","Soft drink manufacturing","1147","Extract water from springs etc for sale as natural mineral water"
"1000067","Soft drink manufacturing","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000068","Tobacco products manufacturing","336","Deposit goods in an excise warehouse"
"1000068","Tobacco products manufacturing","41","Pollute controlled waters with substances including waste sheep dip, pesticides, chemicals etc"
"1000078","Paper and paper stationery manufacturing","1062","Monitor, assess or report on energy consumption or levels of emissions and pollution"
"1000081","Printing","266","Make copies of newspaper cuttings for business use"
"1000081","Printing","70","Operate a goods vehicle"
"1000081","Printing","1045","Produce, store or dispose of ozone-depleting substances"
"1000086","Explosives manufacturing","273","Carry out processes causing emissions to air"
"1000086","Explosives manufacturing","40","Discharge trade effluent"
"1000086","Explosives manufacturing","1057","Construct, maintain or use cooling towers or evaporative condensers"
"1087767923","Domiciliary care","295","Offer care services"
"1087768512","Seed merchants, processor and packers","1132","Market, package, clean treat or process seed"
"1080395669","Retail trade in stalls and markets","239","Open a large shop on Sundays"
"1000146","Metal and metal ores wholesale agents","1002","Use CCTV systems"
"1000148","Petroleum and fuel products wholesale","336","Deposit goods in an excise warehouse"
"1000152","Dairy products and egg wholesale","1027","Certify refrigerated trucks or lorries"
"1000154","Seafood wholesale","63","Prepare, store or sell foodstuffs"
"1000159","Alcoholic drink wholesale","1175","Manufacture or import specialist nutrition products"
"1000217","Camping and outdoor equipment wholesale","1002","Use CCTV systems"
"1000227","Delicatessens","241","Put an advertising board on the pavement or verge"
"1000319","Securities broking","1025","Operate a business subject to money laundering requirements"
"1000319","Securities broking","1001","Process personal information about any individuals including customers, employees etc"
"1000371","Computer training","241","Put an advertising board on the pavement or verge"
"1000371","Computer training","1069","Provide formal educational courses"
"1000405","Newspaper publishing","40","Discharge trade effluent"
"1000415","Licensed nightclubs","1157","Sell cigarettes and other tobacco products"
"1000415","Licensed nightclubs","226","Sell alcoholic drinks"
"1000415","Licensed nightclubs","209","Use a venue for public entertainment - including dancing, live music, karaoke etc"
"1000415","Licensed nightclubs","1002","Use CCTV systems"
"1000428","Dentistry","1000","Play background music in your premises"
"1000491","Amusement arcade operation","115","Promote or run a lottery"
"1000491","Amusement arcade operation","1000","Play background music in your premises"
"1000492","Theme park operation","1110","Use premises as a cinema"
"1000492","Theme park operation","382","Offer adventure activities to young people under the age of 18"
"1000492","Theme park operation","31","Exhibit films, videos or DVDs"
"1000492","Theme park operation","1000","Play background music in your premises"
"1000496","Sports clubs","94","Organise public sporting events"
"1000504","Betting shop operation","400","Operate as a bookmaker"
"1079032255","Other food retail","1029","Operate an egg packing centre"
"1078982731","Industrial design services","188","Make copies of extracts from books, magazines or journals for business use"
"1000244","Building materials and supplies retail","352","Produce or distribute methylated spirit"
"1000244","Building materials and supplies retail","241","Put an advertising board on the pavement or verge"
"1000249","Electric appliance repair","1000","Play background music in your premises"
"1000253","Computers and electronic office equipment retail","1002","Use CCTV systems"
"1000253","Computers and electronic office equipment retail","1001","Process personal information about any individuals including customers, employees etc"
"1000254","Computers and electronic office equipment repair","241","Put an advertising board on the pavement or verge"
"1000254","Computers and electronic office equipment repair","1002","Use CCTV systems"
"1000255","Telecommunication equipment retail","1000","Play background music in your premises"
"1000255","Telecommunication equipment retail","1003","Offer credit to your customers"
"1000257","New motor vehicle retail","239","Open a large shop on Sundays"
"1000257","New motor vehicle retail","40","Discharge trade effluent"
"1000257","New motor vehicle retail","1002","Use CCTV systems"
"1000257","New motor vehicle retail","1001","Process personal information about any individuals including customers, employees etc"
"1000258","Used motor vehicle retail","261","Deal in secondhand motor vehicles"
"1000258","Used motor vehicle retail","70","Operate a goods vehicle"
"1000259","Motor vehicle parts and accessories retail","1004","Park vehicles in a controlled parking zone (if your premises is located in a controlled parking zone)"
"1000260","Motor vehicle maintenance and repair","268","Use a waste oil burner"
"1000260","Motor vehicle maintenance and repair","261","Deal in secondhand motor vehicles"
"1000260","Motor vehicle maintenance and repair","1054","Operate a public weighbridge"
"1000260","Motor vehicle maintenance and repair","1002","Use CCTV systems"
"1000261","Motor vehicle hire","1091","Distribute free printed material"
"1000262","Motor vehicle fuel retail","285","Carry out MOT testing"
"1000262","Motor vehicle fuel retail","239","Open a large shop on Sundays"
"1000262","Motor vehicle fuel retail","186","Store petrol"
"1000265","Beauty and toilet products retail","239","Open a large shop on Sundays"
"1000267","Marital aids retail","1002","Use CCTV systems"
"1000271","Greeting card, gift and party goods retail","1002","Use CCTV systems"
"1000277","Bicycle and bicycle parts retail","337","Employ young people aged 13 - 16"
"1000277","Bicycle and bicycle parts retail","287","Put a display stand or barrow on the pavement"
"1000279","Saddlery and tack retail and repair","241","Put an advertising board on the pavement or verge"
"1000279","Saddlery and tack retail and repair","239","Open a large shop on Sundays"
"1000280","Guns and ammunition retail","241","Put an advertising board on the pavement or verge"
"1000280","Guns and ammunition retail","239","Open a large shop on Sundays"
"1000282","Toys, games and collectables retail","1004","Park vehicles in a controlled parking zone (if your premises is located in a controlled parking zone)"
"1000283","Video, DVD and computer game rental","287","Put a display stand or barrow on the pavement"
"1000283","Video, DVD and computer game rental","233","Run a sex establishment"
"1000284","Camping and outdoor equipment retail","1004","Park vehicles in a controlled parking zone (if your premises is located in a controlled parking zone)"
"1000284","Camping and outdoor equipment retail","1002","Use CCTV systems"
"1000284","Camping and outdoor equipment retail","1000","Play background music in your premises"
"1000285","Pets and pet supplies retail","239","Open a large shop on Sundays"
"1000286","Party supplies hire","401","Holding indoor or outdoor events where an entrance fee is payable"
"1000286","Party supplies hire","337","Employ young people aged 13 - 16"
"1000286","Party supplies hire","1050","Train, exhibit or use performing animals"
"1000288","Art and craft retail","1004","Park vehicles in a controlled parking zone (if your premises is located in a controlled parking zone)"
"1000290","Antiques retail","1002","Use CCTV systems"
"1000300","Tour operator services","1052","Carry out diving activities"
"1000313","Accountancy","1096","Work as an Actuary"
"1000313","Accountancy","1002","Use CCTV systems"
"1000314","Financial leasing","1001","Process personal information about any individuals including customers, employees etc"
"1000315","Specialist credit provision","1091","Distribute free printed material"
"1000315","Specialist credit provision","1025","Operate a business subject to money laundering requirements"
"1000315","Specialist credit provision","1001","Process personal information about any individuals including customers, employees etc"
"1000317","Life insurance broking","1096","Work as an Actuary"
"1000320","Asset management","1025","Operate a business subject to money laundering requirements"
"1000320","Asset management","1003","Offer credit to your customers"
"1000324","Financial consultancy","266","Make copies of newspaper cuttings for business use"
"1000327","Solicitor services","188","Make copies of extracts from books, magazines or journals for business use"
"1000327","Solicitor services","1001","Process personal information about any individuals including customers, employees etc"
"1000328","Patent and copyright agent services","1135","Use plants for technological progress"
"1000330","Insolvency services","1003","Offer credit to your customers"
"1000330","Insolvency services","1002","Use CCTV systems"
"1000330","Insolvency services","1001","Process personal information about any individuals including customers, employees etc"
"1000334","General management consultancy","266","Make copies of newspaper cuttings for business use"
"1000335","Health and safety consultancy","1001","Process personal information about any individuals including customers, employees etc"
"1000340","Property management services","324","Let a house for multiple occupation"
"1000341","Garden and landscape maintenance","1061","Process, store or dispose of dangerous or harmful substances"
"1000342","Cleaning services","195","Discharge rain water, cooling water or treated liquid effluent directly to controlled waters"
"1000344","Letting of own property","1091","Distribute free printed material"
"1000344","Letting of own property","324","Let a house for multiple occupation"
"1000346","Advertising agencies","394","Use a piece of artwork in a book, magazine, website, advertisement, or on a greeting card or textile"
"1000347","Public relations services","1072","Use the Olympic Brand"
"1000348","Direct marketing services","228","Erect scaffolding or hoardings"
"1000352","Recruitment agencies and personnel supply","1056","Carry out criminal record checks"
"1000352","Recruitment agencies and personnel supply","1044","Offer adult placement or day care services"
"1000354","Translation services","266","Make copies of newspaper cuttings for business use"
"1000355","Vending machine supply and servicing","1001","Process personal information about any individuals including customers, employees etc"
"1000356","Investigation services","1056","Carry out criminal record checks"
"1000357","Security services","385","Immobilise, block in or tow away a vehicle"
"1000357","Security services","1002","Use CCTV systems"
"1000358","Auctioneering services","266","Make copies of newspaper cuttings for business use"
